timestamp,acc_x,acc_y,acc_z,gyr_x,gyr_y,gyr_z
14:46:37.480,-0.0,0.01,-0.01,-4.56,0.22,-0.24
14:46:37.487,0.0,0.0,-0.01,-4.5,0.11,0.03
14:46:37.495,-0.0,-0.01,0.01,-4.72,-0.11,-0.22
14:46:37.502,-0.0,0.0,0.01,-4.37,-0.14,0.06
14:46:37.509,-0.0,0.0,0.0,-4.45,-0.07,-0.04
14:46:37.517,-0.01,-0.0,-0.02,-4.53,-0.09,0.01
14:46:37.524,-0.01,-0.0,0.0,-4.69,-0.1,0.06
14:46:37.531,-0.01,-0.0,0.0,-4.74,-0.2,0.07
14:46:37.538,-0.01,0.0,0.01,-4.67,-0.12,0.14
14:46:37.546,-0.01,0.0,0.01,-4.28,-0.16,0.04
14:46:37.553,-0.01,0.01,0.0,-4.61,-0.02,0.48
14:46:37.560,-0.01,0.0,0.0,-4.34,-0.08,0.28
14:46:37.567,-0.0,0.0,0.0,-4.76,-0.09,0.26
14:46:37.575,0.0,0.0,0.02,-4.63,-0.14,0.29
14:46:37.582,-0.0,-0.0,0.01,-4.6,0.04,0.35
14:46:37.589,-0.0,0.0,-0.01,-4.5,-0.31,0.28
14:46:37.597,0.0,0.01,0.0,-4.6,-0.3,0.55
14:46:37.604,0.0,-0.0,0.0,-4.56,-0.06,0.48
14:46:37.611,-0.01,0.01,0.01,-4.61,-0.32,0.41
14:46:37.618,0.0,0.0,0.0,-4.54,-0.17,0.36
14:46:37.626,0.0,-0.0,-0.0,-4.72,-0.25,0.28
14:46:37.633,-0.0,0.0,0.0,-4.77,-0.09,0.26
14:46:37.640,0.0,0.0,-0.01,-4.66,-0.0,0.3
14:46:37.648,0.01,0.0,0.0,-4.61,-0.14,0.26
14:46:37.655,0.0,-0.0,-0.01,-4.6,-0.12,0.18
14:46:37.662,0.02,0.0,0.01,-4.57,0.15,0.11
14:46:37.669,0.0,-0.01,0.0,-4.46,-0.2,0.17
14:46:37.677,0.0,0.0,-0.01,-4.64,-0.12,0.17
14:46:37.684,-0.01,-0.0,-0.02,-4.65,-0.09,0.12
14:46:37.691,0.01,0.0,-0.01,-4.6,-0.22,-0.02
14:46:37.698,0.01,0.0,-0.0,-4.59,-0.06,0.14
14:46:37.706,0.0,-0.01,0.01,-4.65,-0.16,0.1
14:46:37.713,0.0,0.0,0.01,-4.66,-0.03,0.02
14:46:37.720,0.0,0.0,-0.0,-4.74,-0.1,0.17
14:46:37.727,-0.0,-0.0,0.01,-4.56,-0.18,-0.11
14:46:37.735,-0.0,0.0,0.01,-4.5,-0.16,-0.04
14:46:37.742,-0.0,-0.0,-0.0,-4.68,0.16,0.05
14:46:37.749,0.01,0.0,0.0,-4.6,-0.17,-0.04
14:46:37.757,-0.0,0.0,-0.0,-4.72,0.09,-0.14
14:46:37.764,-0.0,0.0,-0.0,-4.71,-0.06,0.15
14:46:37.771,-0.0,0.0,-0.0,-4.69,2.04,0.03
14:46:37.778,-0.01,0.01,-0.01,-4.62,-0.13,0.06
14:46:37.786,-0.0,0.0,-0.0,-4.56,-0.07,0.01
14:46:37.793,-0.0,0.0,-0.02,-4.65,-0.12,0.06
14:46:37.800,-0.0,0.01,0.0,-4.6,-0.17,0.12
14:46:37.807,0.0,0.01,-0.0,-4.57,-0.27,0.08
